title;platform;publisher;release_date;critic_score;critic_count;critic_positive;critic_mixed;critic_negative;user_score;user_count;user_positive;user_mixed;user_negative;developer;genre;players;rating;director;writer;composer;category;is_portable;is_exclusive
Harry Potter and the Order of the Phoenix;DS;Electronic Arts;2007-06-25;51.0;15;0;11;4;48.01;16;5;1;10;Visual Impact;Action Adventure, Fantasy, General;1-4;E;;;;50-74;1;0
Harry Potter and the Order of the Phoenix;PlayStation 2;Electronic Arts;2007-06-25;61.0;17;4;10;3;56.02;13;6;5;2;EA Games;Action Adventure, Fantasy;No Online Multiplayer;E10+;;;;50-74;0;0
Harry Potter and the Order of the Phoenix;Wii;Electronic Arts;2007-06-25;69.0;34;14;18;2;58.01;17;7;6;4;EA Games;Action Adventure, Fantasy, General;No Online Multiplayer;E10+;;;;50-74;0;0
Harry Potter and the Order of the Phoenix;PlayStation 3;Electronic Arts;2007-06-25;67.0;35;13;19;3;46.02;7;4;0;3;EA Games;Action Adventure, Fantasy, General;No Online Multiplayer;E10+;;;;50-74;0;0
Harry Potter and the Order of the Phoenix;Xbox 360;Electronic Arts;2007-06-25;68.0;38;17;18;3;45.0;13;4;3;6;EA Games;Action Adventure, Fantasy, General;No Online Multiplayer;E10+;;;;50-74;0;0
Harry Potter and the Prisoner of Azkaban;GBA;Electronic Arts;2004-05-25;69.0;11;5;6;0;83.98;8;5;2;1;Griptonite Games;Action Adventure, Fantasy;1-4;E;;Michael Humes;Jeremy Soule;50-74;1;0
Harry Potter and the Prisoner of Azkaban;PC;Electronic Arts;2004-05-25;67.0;19;5;13;1;73.98;15;5;6;4;KnowWonder;Action Adventure, Fantasy, General;No Online Multiplayer;E;;;;50-74;0;0
Harry Potter and the Prisoner of Azkaban;Gamecube;Electronic Arts;2004-06-02;67.0;22;7;15;0;76.99;3;2;0;1;EA Games;Action Adventure, Fantasy;No Online Multiplayer;E;;;;50-74;0;0
Harry Potter and the Prisoner of Azkaban;Xbox;Electronic Arts;2004-06-02;67.0;23;5;18;0;87.97;2;2;0;0;EA Games;Action Adventure, Fantasy;No Online Multiplayer;E;;;;50-74;0;0
Harry Potter and the Prisoner of Azkaban;PlayStation 2;Electronic Arts;2004-06-02;70.0;29;10;19;0;87.03;14;11;3;0;EA Games;Action Adventure, Fantasy;No Online Multiplayer;E;;;;50-74;0;0
Harry Potter and the Sorcerer's Stone;GBA;Electronic Arts;2001-11-15;64.0;8;2;6;0;78.98;2;1;1;0;Griptonite Games;;;;;;;50-74;1;0
Harry Potter and the Sorcerer's Stone;Gamecube;Electronic Arts;2003-12-09;62.0;11;1;9;1;80.0;3;1;0;2;Warthog;Action Adventure, Fantasy;No Online Multiplayer;E;;;;50-74;0;0
Harry Potter and the Sorcerer's Stone;PC;Electronic Arts;2001-11-15;65.0;11;2;9;0;76.99;19;11;6;2;KnowWonder;Action Adventure, Fantasy, General;No Online Multiplayer;E;;;;50-74;0;0
Harry Potter and the Sorcerer's Stone;Playstation;Electronic Arts;2001-11-15;64.0;11;4;6;1;75.0;17;11;5;1;Argonaut Games;Action Adventure, Fantasy;No Online Multiplayer;E;;;;50-74;0;0
Harry Potter and the Sorcerer's Stone;Xbox;Electronic Arts;2003-12-09;59.0;11;1;8;2;66.99;1;1;0;0;Warthog;Action Adventure, Fantasy;No Online Multiplayer;E;;;;50-74;0;0
Harry Potter and the Sorcerer's Stone;PlayStation 2;Electronic Arts;2003-12-09;56.0;14;0;10;4;75.0;11;7;4;0;Warthog;Action Adventure, Fantasy;No Online Multiplayer;E;;;;50-74;0;0
Harry Potter for Kinect;Xbox 360;Warner Bros. Interactive Entertainment;2012-10-09;54.0;15;3;6;6;46.02;4;3;0;1;Eurocom Entertainment Software;;;;;;;50-74;0;1
Harry Potter: Quidditch World Cup;GBA;Electronic Arts;2003-10-28;53.0;6;0;3;3;85.0;6;4;2;0;Magic Pockets;Sports, Alternative, Miscellaneous;1-4;E;;;;50-74;1;0
Harry Potter: Quidditch World Cup;PC;Electronic Arts;2003-10-28;69.0;13;4;8;1;76.02;13;11;2;0;Electronic Arts;Alternative, Individual, Team, Miscellaneous, Sports;1-4;E;;;;50-74;0;0
Harry Potter: Quidditch World Cup;Xbox;Electronic Arts;2003-10-28;69.0;14;3;11;0;75.0;2;1;0;1;Electronic Arts;Sports, Alternative, Miscellaneous;1-4;E;;;;50-74;0;0
Harry Potter: Quidditch World Cup;Gamecube;Electronic Arts;2003-10-28;68.0;16;3;12;1;83.98;7;6;0;1;Electronic Arts;Sports, Alternative, Miscellaneous;1-4;E;;;;50-74;0;0
Harry Potter: Quidditch World Cup;PlayStation 2;Electronic Arts;2003-10-28;68.0;21;5;15;1;65.0;12;7;3;2;Magic Pockets;Sports, Alternative, Miscellaneous;1-4;E;;;;50-74;0;0
Harvest Moon 3D: A New Beginning;3DS;Natsume;2012-11-06;74.0;21;14;7;0;78.01;15;11;2;2;Marvelous AQL;Business / Tycoon, Strategy, Management, Breeding / Constructing, General;1-4;E;;;Kumi Tanioka;50-74;1;1
Harvest Moon 3D: The Lost Valley;3DS;Natsume;2014-11-04;46.0;22;0;11;11;41.99;18;5;2;11;Natsume;;;;;Seira Kobayashi;Tsukasa Tawada;50-;1;1
Harvest Moon 3D: The Tale of Two Towns;3DS;Natsume;2011-11-01;63.0;14;2;12;0;63.98;11;5;1;5;Marvelous Entertainment;;;;;;;50-74;1;1
Harvest Moon 64;Nintendo 64;Natsume;1999-11-30;78.0;7;5;2;0;87.97;35;33;1;1;Victor Interactive Software;Breeding / Constructing, Strategy;No Online Multiplayer;E;;;;75-89;0;1
Harvest Moon DS;DS;Natsume;2006-09-12;67.0;21;7;14;0;73.98;16;5;6;5;TOSE;Management, Business / Tycoon, Breeding / Constructing, Strategy;No Online Multiplayer;E;;;Kengo Hagiwara, Yousuke Ago, Mitsutosi Kodama, Noriko Ishida, Masaya Tsunemoto, Ryoue Takagi;50-74;1;1
Harvest Moon DS Cute;DS;Natsume;2008-03-25;66.0;4;1;3;0;76.99;4;4;0;0;Marvelous Entertainment;Management, Business / Tycoon, Breeding / Constructing, Strategy;No Online Multiplayer;E;;;;50-74;1;1
Harvest Moon DS: Grand Bazaar;DS;Natsume;2010-08-24;68.0;17;7;10;0;76.99;2;1;1;0;Marvelous Entertainment;;;;;;;50-74;1;1
Harvest Moon DS: Island of Happiness;DS;Natsume;2008-08-26;65.0;15;3;11;1;71.99;4;2;0;2;TOSE;Management, Business / Tycoon, Breeding / Constructing, Strategy;No Online Multiplayer;E;;;;50-74;1;1
Harvest Moon DS: Sunshine Islands;DS;Natsume;2009-11-12;77.0;9;7;2;0;76.99;4;3;1;0;Marvelous Entertainment;;;;;;;75-89;1;1
Harvest Moon: A Wonderful Life;Gamecube;Natsume;2004-03-16;79.0;28;22;6;0;85.0;103;96;5;2;Marvelous;Console-style RPG, Role-Playing;No Online Multiplayer;E;;;;75-89;0;1
Harvest Moon: Animal Parade;Wii;Natsume;2009-11-12;76.0;10;8;2;0;87.03;8;8;0;0;Natsume;Business / Tycoon, Strategy, Management, Breeding / Constructing, General;No Online Multiplayer;E;Akira Koyama;;;75-89;0;1
Harvest Moon: Another Wonderful Life;Gamecube;Natsume;2005-07-26;70.0;12;7;4;1;85.0;46;44;0;2;Marvelous;Console-style RPG, Role-Playing;No Online Multiplayer;E;;;;50-74;0;1
Harvest Moon: Back To Nature;Playstation;Natsume;2000-11-22;82.0;6;5;1;0;88.98;30;30;0;0;Victor Interactive Software;Breeding / Constructing, Strategy;No Online Multiplayer;E;Masayuki Kisaki, Teru Kurouta, Magoichi Oritake, Rouge Kaizuki;;Miyuki Homareda;75-89;0;1
Harvest Moon: Boy & Girl;Playstation Portable;Natsume;2007-07-31;61.0;5;0;5;0;76.99;1;1;0;0;Marvelous Entertainment;Business / Tycoon, Strategy, Management, Breeding / Constructing, General;No Online Multiplayer;E;;;;50-74;1;1
Harvest Moon: Frantic Farming;DS;Natsume;2009-08-25;72.0;7;4;3;0;68.01;1;0;0;1;Natsume;;;;;;Yukio Nakajima;50-74;1;1
Harvest Moon: Friends of Mineral Town;GBA;Natsume;2003-11-17;81.0;25;20;5;0;87.97;77;76;1;0;TOSE;Breeding / Constructing, Strategy;No Online Multiplayer;E;;;;75-89;1;1
Harvest Moon: Hero of Leaf Valley;Playstation Portable;Natsume;2010-04-26;74.0;6;2;4;0;80.0;1;1;0;0;Marvelous Entertainment;Business / Tycoon, Strategy, Management, Breeding / Constructing, General;No Online Multiplayer;E;;;;50-74;1;1
Harvest Moon: Light of Hope;Switch;Natsume;2018-05-29;62.0;5;0;5;0;58.98;5;1;1;3;Natsume, Tabot;Management, Business / Tycoon, Strategy;No Online Multiplayer;E;;;;50-74;0;0
Harvest Moon: Magical Melody;Gamecube;Natsume;2006-03-28;83.0;14;13;1;0;87.97;17;16;0;1;Marvelous;Breeding / Constructing, Strategy;1-4;E;Tomomi Yamatate;;;75-89;0;0
Harvest Moon: Magical Melody;Wii;Natsume;2009-08-25;69.0;14;5;8;1;86.02;7;7;0;0;Marvelous Entertainment;Business / Tycoon, Strategy, Management, Breeding / Constructing, General;No Online Multiplayer;E;;;;50-74;0;0
Harvest Moon: More Friends of Mineral Town;GBA;Natsume;2005-07-26;82.0;8;8;0;0;83.98;17;16;1;0;TOSE;Breeding / Constructing, Strategy;No Online Multiplayer;E;;;;75-89;1;1
Harvest Moon: Save the Homeland;PlayStation 2;Natsume;2001-11-22;76.0;14;8;6;0;87.03;42;35;5;2;Victor Interactive Software;Breeding / Constructing, Strategy;No Online Multiplayer;E;Tomomi Yamatate;;;75-89;0;0
Harvest Moon: Skytree Village;3DS;Natsume;2016-11-08;59.0;7;0;6;1;65.0;3;3;0;0;Natsume;;;;;;;50-74;1;1
Harvest Moon: The Tale of Two Towns;DS;Natsume;2011-09-20;68.0;6;1;5;0;75.0;4;2;2;0;Marvelous Entertainment;Business / Tycoon, Strategy, Management, Breeding / Constructing, General;Online Multiplayer;E;Takahiro Yura;;;50-74;1;1
Harvest Moon: Tree of Tranquility;Wii;Natsume;2008-09-30;65.0;18;3;15;0;82.03;13;8;3;2;Marvelous Entertainment;Business / Tycoon, Strategy, Management, Breeding / Constructing, General;No Online Multiplayer;E;;;;50-74;0;1
Harvester;PC;Merit Studios;1996-08-31;53.0;8;2;2;4;78.01;10;10;0;0;DigiFX Interactive;Adventure, Point-and-Click, General;No Online Multiplayer;M;;;;50-74;0;1
Harvey Birdman: Attorney at Law;Playstation Portable;Capcom;2008-01-08;62.0;19;3;14;2;82.03;4;4;0;0;High Voltage Software;Adventure, First-Person, Modern, 3D;No Online Multiplayer;T;;;;50-74;1;0
Harvey Birdman: Attorney at Law;PlayStation 2;Capcom;2008-01-08;63.0;21;4;14;3;0.0;0;0;0;0;High Voltage Software;Adventure, Modern, First-Person;No Online Multiplayer;T;;;;50-74;0;0
Harvey Birdman: Attorney at Law;Wii;Capcom;2008-01-08;60.0;28;2;22;4;78.01;1;1;0;0;High Voltage Software;Adventure, First-Person, Modern, 3D;No Online Multiplayer;T;;;;50-74;0;0
Has-Been Heroes;PC;GameTrust;2017-03-27;63.0;5;0;5;0;70.0;0;0;0;0;Frozenbyte Inc.;Turn-Based, Strategy, General, Tactics;No Online Multiplayer;E10+;;;;50-74;0;0
Has-Been Heroes;PlayStation 4;GameTrust;2017-03-28;61.0;7;1;5;1;65.0;3;2;1;0;Frozenbyte Inc., GameTrust;;;;;;;50-74;0;0
Has-Been Heroes;Switch;GameTrust;2017-03-28;53.0;20;2;11;7;71.99;56;39;10;7;Frozenbyte Inc.;Turn-Based, Strategy, General, Tactics;No Online Multiplayer;E10+;;;;50-74;0;0
Hasbro Family Game Night;DS;Electronic Arts;2009-10-26;57.0;6;0;5;1;0.0;0;0;0;0;Electronic Arts;;;;;;;50-74;1;0
Hasbro Family Game Night;Wii;Electronic Arts;2008-11-11;63.0;12;1;10;1;70.0;2;0;0;2;EA Bright Light;Board / Card Game, Board Games, Miscellaneous;1-4;E;;;;50-74;0;0
Hasbro Family Game Night 2;Wii;Electronic Arts;2009-10-26;63.0;16;2;12;2;63.01;2;1;0;1;Electronic Arts;;;;;;;50-74;0;0
Hasbro Family Game Night: Battleship;Xbox 360;Electronic Arts;2009-03-18;72.0;11;4;6;1;0.0;1;0;0;1;Electronic Arts;;;;;;;50-74;0;1
Hasbro Family Game Night: Boggle;Xbox 360;Electronic Arts;2009-03-18;68.0;6;1;5;0;0.0;1;0;0;1;Electronic Arts;;;;;;;50-74;0;1
Hasbro Family Game Night: Connect Four;Xbox 360;Electronic Arts;2009-03-18;74.0;9;4;5;0;0.0;0;0;0;0;Electronic Arts;;;;;;;50-74;0;1
Hasbro Family Game Night: Scrabble;Xbox 360;Electronic Arts;2009-03-18;79.0;7;6;1;0;80.0;1;1;0;0;Electronic Arts;;;;;;;75-89;0;1
Hasbro Family Game Night: Sorry!;Xbox 360;Electronic Arts;2009-03-18;71.0;8;5;2;1;0.0;1;0;0;1;Electronic Arts;;;;;;;50-74;0;1
Hasbro Family Game Night: Sorry! Sliders;Xbox 360;Electronic Arts;2009-03-18;74.0;8;5;3;0;0.0;1;0;0;1;Electronic Arts;Board / Card Game, Board Games, Miscellaneous;1-4;E;;;;50-74;0;1
Hasbro Family Game Night: Yahtzee;Xbox 360;Electronic Arts;2009-03-18;78.0;9;6;3;0;43.01;7;2;0;5;Electronic Arts;;;;;;;75-89;0;1
Hatoful Boyfriend;PlayStation 4;Devolver Digital;2015-07-21;72.0;19;9;9;1;63.98;12;8;1;3;Mediatonic, Hato Moa;;;;;Moa Hato;;50-74;0;0
Hatoful Boyfriend;PC;MIST[PSI]PRESS;2012-02-15;68.0;35;13;18;4;73.01;15;11;3;1;Hato Moa;;No Online Multiplayer;;;;;50-74;0;0
Hatoful Boyfriend: Holiday Star;PlayStation 4;Devolver Digital;2015-12-22;58.0;5;1;3;1;53.01;1;1;0;0;Mediatonic, Hato Moa;;;;;;;50-74;0;0
Hatoful Boyfriend: Holiday Star;PC;MIST[PSI]PRESS;2015-12-15;54.0;11;0;9;2;76.99;3;3;0;0;Hato Moa;;;;;;;50-74;0;0
Hatred;PC;Destructive Creations;2015-06-01;43.0;48;0;21;27;46.02;147;42;28;77;Destructive Creations;Shooter, Action, Modern, Arcade, Shoot-'Em-Up, Top-Down, Third-Person;No Online Multiplayer;AO;;;;50-;0;1
Hatsune Miku VR: Future Live;PlayStation 4;Sega;2016-10-13;61.0;6;2;2;2;63.98;0;0;0;0;SegaSoft, Sega;;;;;;;50-74;0;1
Hatsune Miku: Project Diva F;PlayStation 3;Sega;2013-08-27;73.0;10;5;4;1;83.98;30;29;0;1;Sega;;;;Tetsya Ohtsubo;;;50-74;0;1
Hatsune Miku: Project Diva F 2nd;PlayStation Vita;Sega;2014-11-18;81.0;8;7;1;0;85.0;8;7;1;0;Sega;;;;;;;75-89;1;0
Hatsune Miku: Project Diva F 2nd;PlayStation 3;Sega;2014-11-18;78.0;15;12;3;0;87.97;8;8;0;0;Sega;Action, Rhythm, Music, Miscellaneous;No Online Multiplayer;T;;;;75-89;0;0
Hatsune Miku: Project Diva Future Tone - Colorful Tone;PlayStation 4;Sega;2017-01-10;84.0;21;18;3;0;76.02;5;4;1;0;Sega;;;;;;;75-89;0;1
Hatsune Miku: Project Diva Future Tone - Future Sound;PlayStation 4;Sega;2017-01-10;84.0;21;18;3;0;76.02;4;4;0;0;Sega;;;;;;;75-89;0;1
Hatsune Miku: Project Diva X;PlayStation Vita;Sega;2016-08-30;83.0;5;5;0;0;78.01;2;0;1;1;Sega;;;;;;;75-89;1;0
Hatsune Miku: Project Diva X;PlayStation 4;Sega;2016-08-30;78.0;22;15;7;0;73.01;12;6;3;3;Sega;Action, Rhythm, Music;No Online Multiplayer;T;;;;75-89;0;0
Hatsune Miku: Project Mirai DX;3DS;Sega;2015-09-08;80.0;32;23;9;0;81.02;14;9;4;1;Sega;;;;;;;75-89;1;1
Haunt;Xbox 360;Microsoft Game Studios;2012-01-18;70.0;15;5;10;0;81.02;2;2;0;0;NanaOn-Sha;;;;;;;50-74;0;0
Haunted;PC;Viva Media;2012-11-15;76.0;5;3;2;0;76.02;0;0;0;0;Deck 13;Adventure, Point-and-Click, General;No Online Multiplayer;M;;;;75-89;0;1
Haunted Dungeons: Hyakki Castle;Switch;Happinet;2018-08-30;62.0;9;2;5;2;0.0;0;0;0;0;Asakusa Studios;General, Role-Playing;No Online Multiplayer;T;;;;50-74;0;0
Haunted House;Xbox 360;Atari;2010-10-28;50.0;5;0;4;1;43.01;0;0;0;0;ImaginEngine;Action Adventure, Action, General, Linear;No Online Multiplayer;E10+;;;;50-;0;0
Haunted House;Wii;Atari;2010-10-05;41.0;6;0;2;4;0.0;0;0;0;0;Atari, ImaginEngine, Atari SA;;;;;;;50-;0;0
Haunting Ground;PlayStation 2;Capcom;2005-05-10;67.0;33;8;22;3;88.98;16;13;3;0;Capcom;Action Adventure, Horror;No Online Multiplayer;M;;;;50-74;0;1
Haven: Call of the King;PlayStation 2;Midway;2002-11-17;69.0;26;8;18;0;68.98;8;4;0;4;Traveller's Tales;Action, Platformer, 3D;No Online Multiplayer;T;;;;50-74;0;1
Haze;PlayStation 3;Ubisoft;2008-05-20;55.0;65;1;51;13;65.0;114;52;27;35;Free Radical Design;Shooter, Action, Modern, Arcade, First-Person;1-16;M;;;;50-74;0;1
Hazumi;3DS;Gamelion Studios;2014-12-11;71.0;6;2;4;0;0.0;1;0;1;0;EyeCancer;;;;;;;50-74;1;1
He-Man: Power of Grayskull;GBA;TDK Mediactive;2002-10-29;50.0;8;0;5;3;0.0;1;0;0;1;Taniko;Action, Platformer, 2D;No Online Multiplayer;E;;;;50-;1;1
Headhunter;PlayStation 2;Acclaim;2002-05-09;74.0;24;15;9;0;80.0;11;6;3;2;Amuze;Action Adventure, Modern;No Online Multiplayer;M;;;;50-74;0;1
Headhunter: Redemption;Xbox;Sega;2004-09-21;59.0;26;3;19;4;73.98;3;1;2;0;Amuze;Action Adventure, Sci-Fi;No Online Multiplayer;M;;;;50-74;0;0
Headhunter: Redemption;PlayStation 2;Sega;2004-09-21;62.0;29;3;24;2;63.98;5;2;0;3;Amuze;Action Adventure, Sci-Fi;No Online Multiplayer;M;;;;50-74;0;0
Headlander;Xbox One;Adult Swim;2016-11-18;78.0;5;4;1;0;0.0;0;0;0;0;Adult Swim;;;;;;;75-89;0;0
Headlander;PC;Double Fine Productions;2016-07-26;74.0;25;16;8;1;76.02;3;3;0;0;Double Fine Productions;Action, Platformer, 2D, Action Adventure, General;No Online Multiplayer;T;;;;50-74;0;0
Headlander;PlayStation 4;Adult Swim;2016-07-26;77.0;40;28;12;0;68.98;4;0;4;0;Double Fine Productions;;;;;;;75-89;0;0
Headmaster;PlayStation 4;Sony Interactive Entertainment;2016-10-13;72.0;22;9;13;0;71.99;6;6;0;0;Frame Interactive;;;;;;;50-74;0;0
Heart&Slash;PlayStation 4;PQube;2016-06-28;76.0;7;5;2;0;70.0;1;0;1;0;AHEARTFULOFGAMES;;;;;;;75-89;0;0
Heart&Slash;Xbox One;Badland Games;2016-06-24;68.0;11;4;6;1;73.98;0;0;0;0;AHEARTFULOFGAMES;;;;;;;50-74;0;0
Hearthstone: Heroes of Warcraft;PC;Blizzard Entertainment;2014-03-11;88.0;42;42;0;0;61.02;464;129;93;242;Blizzard Entertainment;Turn-Based, Card Battle, Strategy, Miscellaneous;1-4;T;Jason Chayes;;;75-89;0;1
Hearthstone: Heroes of Warcraft - Blackrock Mountain;PC;Blizzard Entertainment;2015-04-02;82.0;9;8;1;0;60.0;4;2;1;1;Blizzard Entertainment;;;;;;;75-89;0;1
Hearthstone: Heroes of Warcraft - Curse of Naxxramas;PC;Blizzard Entertainment;2014-07-22;78.0;12;9;3;0;65.0;7;2;2;3;Blizzard Entertainment;;;;;;;75-89;0;1
Hearthstone: Heroes of Warcraft - Goblins Vs. Gnomes;PC;Blizzard Entertainment;2014-12-08;84.0;10;9;1;0;61.99;15;4;6;5;Blizzard Entertainment;;;;;;;75-89;0;1
Hearthstone: Heroes of Warcraft - Journey to Un'Goro;PC;Blizzard Entertainment;2017-04-06;79.0;8;7;1;0;43.01;5;2;1;2;Blizzard Entertainment;;;;;;;75-89;0;1
Hearthstone: Heroes of Warcraft - Knights of the Frozen Throne;PC;Blizzard Entertainment;2017-08-10;84.0;5;5;0;0;41.99;5;1;1;3;Blizzard Entertainment;;;;;;;75-89;0;1
Hearthstone: Heroes of Warcraft - Kobolds & Catacombs;PC;Blizzard Entertainment;2017-12-07;79.0;4;3;1;0;35.0;5;1;0;4;Blizzard Entertainment;;;;;;;75-89;0;1
Hearthstone: Heroes of Warcraft - League of Explorers;PC;Blizzard Entertainment;2015-12-10;85.0;6;6;0;0;58.98;6;3;0;3;Blizzard Entertainment;;;;;;;75-89;0;1
Hearthstone: Heroes of Warcraft - One Night in Karazhan;PC;Blizzard Entertainment;2016-08-11;74.0;6;3;3;0;48.98;5;2;0;3;Blizzard Entertainment;;;;;;;50-74;0;1
Hearthstone: Heroes of Warcraft - The Grand Tournament;PC;Blizzard Entertainment;2015-08-24;84.0;8;8;0;0;41.99;21;5;5;11;Blizzard Entertainment;;;;;;;75-89;0;1
Hearthstone: Heroes of Warcraft - Whispers of the Old Gods;PC;Blizzard Entertainment;2016-04-26;85.0;8;7;1;0;53.98;14;5;0;9;Blizzard Entertainment;;;;;;;75-89;0;1
Hearts of Iron;PC;Strategy First;2002-11-24;72.0;13;7;4;2;76.99;8;6;1;1;Paradox Development Studio;Real-Time, Strategy, General, Historic;1-4;E;;;;50-74;0;1
Hearts of Iron II;PC;Paradox Interactive;2005-01-04;83.0;27;24;3;0;85.0;26;23;1;2;Paradox Development Studio;Military, Real-Time, Strategy, General;1-32;E;;;;75-89;0;1
Hearts of Iron II: Doomsday;PC;Paradox Interactive;2006-04-07;80.0;22;18;4;0;87.97;6;5;1;0;Paradox Development Studio;Military, Real-Time, Strategy, General;1-8;E;;;;75-89;0;1
Hearts of Iron III;PC;Paradox Interactive;2009-08-07;77.0;23;18;5;0;71.99;63;32;11;20;Paradox Development Studio;Real-Time, Strategy, General, Historic;1-4;E10+;;;;75-89;0;1
Hearts of Iron III: Semper Fi;PC;Paradox Interactive;2010-06-07;65.0;7;1;6;0;56.99;8;3;0;5;Paradox Development Studio;;;;;;;50-74;0;1
Hearts of Iron IV;PC;Paradox Interactive;2016-06-06;83.0;37;33;4;0;71.02;88;43;13;32;Paradox Development Studio;;;;;;;75-89;0;1
Hearts of Iron IV: Together for Victory;PC;Paradox Interactive;2016-12-15;63.0;5;2;2;1;43.98;4;1;1;2;Paradox Development Studio;;;;;;;50-74;0;1
Hearts of Iron: Platinum;PC;Atari;2004-09-21;78.0;9;8;1;0;73.01;2;2;0;0;Paradox Development Studio;Real-Time, Strategy, General, Historic;1-4;E;;;;75-89;0;1
Heat Signature;PC;Tom Francis;2017-09-21;79.0;7;5;2;0;75.0;6;4;2;0;Tom Francis;;;;;;;75-89;0;1
Heatseeker;Playstation Portable;Codemasters;2007-05-08;49.0;7;0;5;2;0.0;0;0;0;0;IR Gurus;Flight, Modern Jet, Simulation, Combat;1-4;T;;;;50-;1;0
Heatseeker;PlayStation 2;Codemasters;2007-05-01;60.0;22;2;19;1;78.01;3;2;0;1;IR Gurus;Flight, Modern Jet, Simulation;No Online Multiplayer;T;;;;50-74;0;0
Heatseeker;Wii;Codemasters;2007-05-01;62.0;25;6;17;2;63.01;13;9;1;3;IR Gurus;Flight, Modern Jet, Simulation, Combat;No Online Multiplayer;T;;;;50-74;0;0
Heaven & Hell (2003);PC;CDV Software Entertainment AG;2003-08-31;45.0;12;0;5;7;70.0;0;0;0;0;MadCat Interactive Software;Turn-Based, Fantasy, Strategy, General;1-8;E;;;;50-;0;1
Heaven's Hope;PC;EuroVideo Medien;2016-02-25;74.0;8;5;2;1;66.99;1;1;0;0;Mosaic Mask;;No Online Multiplayer;;;;;50-74;0;1
Heavenly Sword;PlayStation 3;Sony Interactive Entertainment;2007-09-12;79.0;64;47;17;0;82.03;102;63;20;19;Ninja Theory;Beat-'Em-Up, Action, 3D;No Online Multiplayer;T;;;Nitin Sawhney;75-89;0;1
Heavy Bullets;PC;Devolver Digital;2014-05-15;72.0;12;6;6;0;76.02;1;0;1;0;Terri Vellimann;;No Online Multiplayer;;;;;50-74;0;1
Heavy Fire: Afghanistan;PlayStation 3;Mastiff;2011-11-18;39.0;5;0;2;3;34.0;3;0;1;2;Teyon;;;;;;;50-;0;0
Heavy Fire: Red Shadow;Xbox One;Mastiff;2018-10-19;40.0;4;0;0;4;0.0;1;0;0;1;Mastiff;Shooter, Arcade, Action, First-Person;No Online Multiplayer;T;;;;50-;0;0
Heavy Fire: Red Shadow;PlayStation 4;Mastiff;2018-10-16;39.0;8;0;3;5;29.0;1;0;0;1;Mastiff;Shooter, Arcade, Action, First-Person;No Online Multiplayer;T;;;;50-;0;0
Heavy Metal: F.A.K.K. 2;PC;Gathering;2000-08-06;78.0;27;21;6;0;76.99;5;5;0;0;Ritual Entertainment;Shooter, Action, Arcade, Fantasy, Third-Person;No Online Multiplayer;M;;;;75-89;0;1
Heavy Metal: Geomatrix;Dreamcast;Capcom;2001-09-13;58.0;10;3;3;4;58.01;1;1;0;0;Capcom;;;;;;;50-74;0;1
Heavy Rain;PlayStation 4;Sony Interactive Entertainment;2016-03-01;78.0;30;22;8;0;78.98;57;42;10;5;Quantic Dream, Virtuos;;;;;;;75-89;0;0
Heavy Rain;PlayStation 3;Sony Interactive Entertainment;2010-02-23;87.0;107;99;5;3;76.99;434;328;54;52;Quantic Dream;Adventure, Modern, 3D, Third-Person;No Online Multiplayer;M;;David Cage;;75-89;0;0
Heavy Rain & Beyond: Two Souls Collection;PlayStation 4;Sony Interactive Entertainment;2016-03-04;78.0;8;6;1;1;82.97;11;7;3;1;Quantic Dream;;;;;;;75-89;0;1
Heavy Rain Chronicles Episode 1: The Taxidermist;PlayStation 3;Sony Interactive Entertainment;2010-04-04;75.0;12;5;7;0;75.0;7;4;2;1;Quantic Dream;;;;;;;75-89;0;1
Heavy Rain: Move Edition;PlayStation 3;Sony Interactive Entertainment;2010-09-22;72.0;7;2;5;0;82.03;6;6;0;0;Quantic Dream;;;;;;;50-74;0;1
Heavy Weapon: Atomic Tank;PlayStation 3;PopCap;2009-06-11;65.0;13;2;11;0;0.0;1;0;1;0;PopCap;Shooter, Action, Vertical, Shoot-'Em-Up, Scrolling;1-4;E10+;;;;50-74;0;0
Heavy Weapon: Atomic Tank;Xbox 360;Microsoft Game Studios;2007-01-17;77.0;17;13;4;0;76.99;2;2;0;0;PopCap;Shooter, Action, Vertical, Shoot-'Em-Up, Scrolling;1-4;E10+;;;;75-89;0;0
Hector: Badge of Carnage - Episode 1: We Negotiate With Terrorists;PC;Telltale Games;2011-04-27;75.0;23;14;9;0;71.02;5;4;0;1;Straandlooper;;;;;;;75-89;0;1
Hector: Badge of Carnage - Episode 2: Senseless Acts of Justice;PC;Telltale Games;2011-08-25;73.0;15;8;7;0;66.02;1;1;0;0;Straandlooper;;;;;;;50-74;0;0
Hector: Badge of Carnage - Episode 3: Beyond Reasonable Doom;PC;Telltale Games;2011-09-22;70.0;11;4;7;0;75.0;1;1;0;0;Straandlooper;;;;;;;50-74;0;1
Hegemonia: Legions of Iron;PC;DreamCatcher Interactive;2002-11-13;75.0;15;10;5;0;75.0;6;6;0;0;Digital Reality;Real-Time, Strategy, General, Sci-Fi;1-8;T;;;;75-89;0;1
Hegemony: Philip of Macedon;PC;Longbow Digital Arts;2010-11-05;66.0;6;1;5;0;81.02;12;9;3;0;Longbow Digital Arts;;;;;;;50-74;0;1
