title;platform;publisher;release_date;critic_score;critic_count;critic_positive;critic_mixed;critic_negative;user_score;user_count;user_positive;user_mixed;user_negative;developer;genre;players;rating;director;writer;composer;url
Freestyle Motocross: McGrath Vs. Pastrana;;Acclaim;Nov  5, 2000;48;7;1;3;3;tbd;2;1;0;1;Z-Axis, Ltd.;;;;;;;https://www.metacritic.com/game/playstation/freestyle-motocross-mcgrath-vs-pastrana
Cool Boarders 2001;;SCEA;Oct 31, 2000;56;10;1;5;4;tbd;2;1;1;0;Idol Minds;;;;;;;https://www.metacritic.com/game/playstation/cool-boarders-2001
Knockout Kings 2001;;EA Sports;Oct 30, 2000;84;11;8;3;0;8.4;1;1;0;0;EA Sports;;;;;;;https://www.metacritic.com/game/playstation/knockout-kings-2001
NFL GameDay 2001;;SCEA;Oct 30, 2000;73;10;4;6;0;tbd;1;0;1;0;989 Sports;;;;;;;https://www.metacritic.com/game/playstation/nfl-gameday-2001
NBA ShootOut 2001;;SCEA;Oct 30, 2000;71;10;5;4;1;tbd;;;;;989 Sports;;;;;;;https://www.metacritic.com/game/playstation/nba-shootout-2001
RayCrisis: Series Termination;;Working Designs;Oct 25, 2000;67;8;3;4;1;tbd;1;0;0;1;Taito Corporation;Action, Shooter, Scrolling;1 Player;E;;;;https://www.metacritic.com/game/playstation/raycrisis-series-termination
Mega Man Legends 2;;Capcom;Oct 24, 2000;76;10;7;3;0;8.5;16;13;2;1;Capcom;Adventure, General;1 Player;E;;;;https://www.metacritic.com/game/playstation/mega-man-legends-2
Speedball 2100;;Take-Two Interactive;Oct 24, 2000;60;5;1;3;1;tbd;2;1;0;1;Bitmap Brothers;Sports, Alternative, Futuristic;1-2;E;;;;https://www.metacritic.com/game/playstation/speedball-2100
Mike Tyson Boxing;;Codemasters;Oct 23, 2000;44;7;0;2;5;tbd;0;0;0;0;Codemasters;;;;;;;https://www.metacritic.com/game/playstation/mike-tyson-boxing
Spyro: Year of the Dragon;;SCEA;Oct 23, 2000;91;15;14;1;0;8.9;68;65;2;1;Insomniac Games;Action, Platformer, 3D;1 Player;E;;;;https://www.metacritic.com/game/playstation/spyro-year-of-the-dragon
Medal of Honor Underground;;Electronic Arts;Oct 23, 2000;86;16;16;0;0;8.9;7;7;0;0;Dreamworks Interactive;Action, Shooter, First-Person, Historic;1-2;T;;;;https://www.metacritic.com/game/playstation/medal-of-honor-underground
Galaga: Destination Earth;;Hasbro Interactive;Oct 22, 2000;;;;;;8.0;7;5;1;1;Hasbro Interactive;Action, Shooter, Static;1 Player;E;;;;https://www.metacritic.com/game/playstation/galaga-destination-earth
Dragon Valor;;Namco;Oct 16, 2000;57;9;1;5;3;8.3;2;2;0;0;Namco;Role-Playing, Action RPG;1 Player;T;;;;https://www.metacritic.com/game/playstation/dragon-valor
NBA Live 2001;;EA Sports;Oct 16, 2000;86;10;9;1;0;7.7;0;0;0;0;EA Sports;Sports, Traditional, Basketball, Sim;1-8;E;;;;https://www.metacritic.com/game/playstation/nba-live-2001
Alien Resurrection;;Fox Interactive;Oct 10, 2000;61;12;3;8;1;7.7;7;7;0;0;Argonaut Games;Action, Shooter, First-Person, Sci-Fi;1 Player;M;;;;https://www.metacritic.com/game/playstation/alien-resurrection
Rollcage Stage II;;Midway;Oct 10, 2000;85;7;6;1;0;8.9;6;5;1;0;Attention To Detail;;;;;;;https://www.metacritic.com/game/playstation/rollcage-stage-ii
Frogger 2: Swampy's Revenge;;Hasbro Interactive;Oct 10, 2000;77;4;3;1;0;8.2;3;3;0;0;Blitz Games;Action, General;1-4;E;;;;https://www.metacritic.com/game/playstation/frogger-2-swampys-revenge
Jarrett & Labonte Stock Car Racing;;Codemasters;Oct  3, 2000;80;8;6;2;0;7.7;1;1;0;0;Codemasters;;;;;;;https://www.metacritic.com/game/playstation/jarrett-labonte-stock-car-racing
MTV Sports: Pure Ride;;THQ;Sep 30, 2000;70;9;4;5;0;tbd;0;0;0;0;Radical Entertainment;;;;;;;https://www.metacritic.com/game/playstation/mtv-sports-pure-ride
F1 Championship Season 2000;;EA Sports;Sep 30, 2000;66;8;3;5;0;tbd;0;0;0;0;Visual Sciences;;;;;;;https://www.metacritic.com/game/playstation/f1-championship-season-2000
Dino Crisis 2;;Capcom;Sep 29, 2000;86;13;12;1;0;9.0;26;26;0;0;Capcom;Action Adventure, Sci-Fi;1 Player;M;Shu Takumi;;;https://www.metacritic.com/game/playstation/dino-crisis-2
Jeopardy! 2nd Edition;;Hasbro Interactive;Sep 28, 2000;;;;;;tbd;;;;;;;;;;;;https://www.metacritic.com/game/playstation/jeopardy!-2nd-edition
Dave Mirra Freestyle BMX;;Acclaim;Sep 26, 2000;82;14;12;2;0;7.6;2;1;1;0;Z-Axis, Ltd.;Sports, Alternative, Biking;1-2;E;;;;https://www.metacritic.com/game/playstation/dave-mirra-freestyle-bmx
Army Men: Air Attack 2;;3DO;Sep 26, 2000;74;8;5;3;0;6.3;1;0;0;1;3DO;Action, General;1-2;T;;;;https://www.metacritic.com/game/playstation/army-men-air-attack-2
Destruction Derby Raw;;Midway;Sep 26, 2000;69;9;5;3;1;6.7;4;2;2;0;Studio 33;;;;;;;https://www.metacritic.com/game/playstation/destruction-derby-raw
NHL 2001;;EA Sports;Sep 26, 2000;88;10;10;0;0;8.0;4;4;0;0;Page 44 Studios;;;;;;;https://www.metacritic.com/game/playstation/nhl-2001
Buzz Lightyear of Star Command;;Activision;Sep 26, 2000;54;10;0;7;3;5.6;4;0;3;1;Traveller's Tales;;;;;;;https://www.metacritic.com/game/playstation/buzz-lightyear-of-star-command
Vampire Hunter D;;Jaleco Entertainment;Sep 25, 2000;;;;;;8.2;2;1;1;0;Jaleco Entertainment;Action Adventure, Horror;1 Player;M;;;;https://www.metacritic.com/game/playstation/vampire-hunter-d
