title;platform;publisher;release_date;critic_score;critic_count;critic_positive;critic_mixed;critic_negative;user_score;user_count;user_positive;user_mixed;user_negative;developer;genre;players;rating;director;writer;composer;url
Phil of the Future;GBA;Buena Vista Games;Sep 18, 2006;;;;;;tbd;0.0;0.0;0.0;0.0;Handheld Games;Action, Platformer, 2D;1 Player;E;;;;https://www.metacritic.com/game/game-boy-advance/phil-of-the-future
Hot Wheels: All Out;GBA;DSI Games;Sep 13, 2006;;;;;;tbd;;;;;TwoFiveSix;;;;;;;https://www.metacritic.com/game/game-boy-advance/hot-wheels-all-out
Lego Star Wars II: The Original Trilogy;GBA;LucasArts;Sep 12, 2006;55.0;5.0;2.0;1.0;2.0;7.0;0.0;0.0;0.0;0.0;Amaze Entertainment;Action Adventure, Sci-Fi;1-2;E;;;;https://www.metacritic.com/game/game-boy-advance/lego-star-wars-ii-the-original-trilogy
The Cheetah Girls;GBA;Buena Vista Games;Sep 12, 2006;;;;;;tbd;0.0;0.0;0.0;0.0;Gorilla Systems;Miscellaneous, Rhythm, Dancing;1 Player;E;;;;https://www.metacritic.com/game/game-boy-advance/the-cheetah-girls
Disney's Little Einsteins;GBA;Buena Vista Games;Sep 12, 2006;;;;;;tbd;1.0;1.0;0.0;0.0;InLight Entertainment;Miscellaneous, Edutainment;1 Player;E;;;;https://www.metacritic.com/game/game-boy-advance/disneys-little-einsteins
Madden NFL 07;GBA;EA Sports;Aug 22, 2006;68.0;4.0;1.0;3.0;0.0;7.8;2.0;2.0;0.0;0.0;Exient Entertainment;Sports, Traditional, Football, Sim;1-6;E;;;;https://www.metacritic.com/game/game-boy-advance/madden-nfl-07
Games Explosion!;GBA;THQ;Aug 15, 2006;;;;;;tbd;1.0;1.0;0.0;0.0;FrontLine Studios;;;;;;;https://www.metacritic.com/game/game-boy-advance/games-explosion!
Super Robot Taisen: Original Generation;GBA;Atlus Co.;Aug  8, 2006;72.0;13.0;5.0;8.0;0.0;8.2;2.0;2.0;0.0;0.0;Banpresto;Strategy, Turn-Based, Sci-Fi;1 Player;T;;;;https://www.metacritic.com/game/game-boy-advance/super-robot-taisen-original-generation
LarryBoy and the Bad Apple;GBA;Crave;Aug  8, 2006;73.0;4.0;2.0;2.0;0.0;tbd;;;;;Crave;Action Adventure, Fantasy;1 Player;E;;;;https://www.metacritic.com/game/game-boy-advance/larryboy-and-the-bad-apple
Barnyard;GBA;THQ;Aug  1, 2006;56.0;8.0;1.0;6.0;1.0;tbd;1.0;1.0;0.0;0.0;Halfbrick Studios;Action, Fighting, Wrestling;1 Player;E;;;;https://www.metacritic.com/game/game-boy-advance/barnyard
Summon Night: Swordcraft Story;GBA;Atlus Co.;Jul 26, 2006;77.0;20.0;13.0;7.0;0.0;8.1;4.0;4.0;0.0;0.0;Flight-Plan;Role-Playing, Action RPG;1 Player;E10+;Takayuki Kinoshita, Hirokazu Kawase;;;https://www.metacritic.com/game/game-boy-advance/summon-night-swordcraft-story
Battle B-Daman;GBA;Atlus Co.;Jul 26, 2006;62.0;5.0;1.0;4.0;0.0;7.2;0.0;0.0;0.0;0.0;Atlus Co.;Action, General;1-2;E;;;;https://www.metacritic.com/game/game-boy-advance/battle-b-daman
The Ant Bully;GBA;Midway;Jul 24, 2006;;;;;;tbd;0.0;0.0;0.0;0.0;Artificial Mind and Movement;Action, Platformer, 3D;1 Player;E;;;;https://www.metacritic.com/game/game-boy-advance/the-ant-bully
Monster House;GBA;THQ;Jul 18, 2006;69.0;10.0;4.0;5.0;1.0;8.0;0.0;0.0;0.0;0.0;Artificial Mind and Movement;Action Adventure, Horror;1 Player;E;;;;https://www.metacritic.com/game/game-boy-advance/monster-house
Pirates of the Caribbean: Dead Man's Chest;GBA;Buena Vista Games;Jun 27, 2006;70.0;8.0;4.0;3.0;1.0;7.0;1.0;0.0;0.0;1.0;Amaze Entertainment;Action Adventure, Historic;1 Player;E10+;;;;https://www.metacritic.com/game/game-boy-advance/pirates-of-the-caribbean-dead-mans-chest
Mega Man Battle Network 6 Cybeast Falzar;GBA;Capcom;Jun 13, 2006;63.0;12.0;2.0;10.0;0.0;8.3;7.0;3.0;4.0;0.0;Capcom;Role-Playing, Action RPG;1-2;E;;;;https://www.metacritic.com/game/game-boy-advance/mega-man-battle-network-6-cybeast-falzar
Mega Man Battle Network 6 Cybeast Gregar;GBA;Capcom;Jun 13, 2006;62.0;10.0;1.0;9.0;0.0;8.4;8.0;5.0;3.0;0.0;Capcom;Role-Playing, Action RPG;1-2;E;;;;https://www.metacritic.com/game/game-boy-advance/mega-man-battle-network-6-cybeast-gregar
Backyard Sports Baseball 2007;GBA;Atari;Jun 12, 2006;;;;;;tbd;0.0;0.0;0.0;0.0;Humongous Entertainment, Game Brains;Sports, Traditional, Baseball, Arcade;1-2;E;;;;https://www.metacritic.com/game/game-boy-advance/backyard-sports-baseball-2007
Dragon Ball: Advanced Adventure;GBA;Atari;Jun  6, 2006;75.0;7.0;5.0;2.0;0.0;8.4;1.0;1.0;0.0;0.0;Dimps Corporation;Action, Beat-'Em-Up;1-2;E10+;;;;https://www.metacritic.com/game/game-boy-advance/dragon-ball-advanced-adventure
Cars;GBA;THQ;Jun  6, 2006;50.0;8.0;0.0;4.0;4.0;5.0;3.0;1.0;0.0;2.0;Helixe;Driving, Mission-based;1 Player;E;;;;https://www.metacritic.com/game/game-boy-advance/cars
Tringo;GBA;Crave;May 16, 2006;;;;;;tbd;;;;;Crave;Miscellaneous, Puzzle, General;1-2;E;;;;https://www.metacritic.com/game/game-boy-advance/tringo
X-Men: The Official Game;GBA;Activision;May 16, 2006;55.0;9.0;0.0;6.0;3.0;8.6;0.0;0.0;0.0;0.0;WayForward;Action, Beat-'Em-Up;1 Player;E10+;;;;https://www.metacritic.com/game/game-boy-advance/x-men-the-official-game
Garfield and His Nine Lives;GBA;The Game Factory;May 10, 2006;56.0;9.0;2.0;5.0;2.0;tbd;0.0;0.0;0.0;0.0;Lucky Jump;Action, Platformer, 2D;1-2;E;;;;https://www.metacritic.com/game/game-boy-advance/garfield-and-his-nine-lives
Over the Hedge;GBA;Activision;May  5, 2006;49.0;11.0;0.0;6.0;5.0;tbd;0.0;0.0;0.0;0.0;Vicarious Visions;Action, Platformer, 3D;1 Player;E;;;;https://www.metacritic.com/game/game-boy-advance/over-the-hedge
Dr. Sudoku;GBA;Mastiff;May  3, 2006;68.0;10.0;4.0;6.0;0.0;tbd;0.0;0.0;0.0;0.0;Success;Miscellaneous, Puzzle, Logic;1 Player;E;;;;https://www.metacritic.com/game/game-boy-advance/dr-sudoku
FIFA World Cup: Germany 2006;GBA;Electronic Arts;Apr 24, 2006;57.0;4.0;1.0;2.0;1.0;6.9;0.0;0.0;0.0;0.0;EA Canada;Sports, Traditional, Soccer, Sim;1-2;E;;;;https://www.metacritic.com/game/game-boy-advance/fifa-world-cup-germany-2006
Top Spin 2;GBA;2K Sports;Mar 29, 2006;;;;;;tbd;1.0;0.0;1.0;0.0;Magic Pockets;Sports, Traditional, Tennis;1-2;E;;;;https://www.metacritic.com/game/game-boy-advance/top-spin-2
The Wild;GBA;Buena Vista Games;Mar 29, 2006;;;;;;tbd;0.0;0.0;0.0;0.0;Climax Group;;;;;;;https://www.metacritic.com/game/game-boy-advance/the-wild
Catz;GBA;Ubisoft;Mar 22, 2006;;;;;;7.9;1.0;1.0;0.0;0.0;MTO;Miscellaneous, Virtual Life;1-2;E;;;;https://www.metacritic.com/game/game-boy-advance/catz
